comments,polarity,gender
As a prestigious member of Indian gareeb society I don't what he is talking.,negative,0
That's too gud,positive,0
0:45 a lady who seat on the left side might be she's receptionist as profession????,neutral,0
Tata sky wala part was best...,positive,0
bad recommendation youtube,negative,0
That hindu hai hum hindu was awesome bro??????????,positive,0
I almost burst my lungs while laughing ??????????,positive,0
Y don't you keep whatsapp dps n status checking as your next theme,neutral,0
@2:50 are you going to celebrate your honeymoon with your chacha ??????lol,neutral,0
"Kindly send me link of ur Rajnigandha wala show please, unable to find this",positive,0
Reminded me of Australians on the field.,negative,0
Saharanpur isn't a village man!,negative,0
This guy in red and white t  shirts in so many clips ... not sure why,neutral,0
Truth is the words,neutral,0
Bible. Wow,neutral,0
Amazing just bro I was thinking bath tube,positive,0
Grib pehle bar gya 5 star me ac hota he chutiye ?? aur chadar nhi blanket hoti he,negative,0
Saharanpur city h noobde,negative,0
Very very very funny ??????????,positive,0
Single use plastic,neutral,0
"Audience's laugh is so much louder than his voice. Either increase the speaker's volume, or lower the audience's. Disappointed man!",negative,0
That guy is savage AF??????,positive,0
I'm also from Saharanpur ????,neutral,0
Saharanpur is not a  village,negative,0
He actually looks like Tony Rivolori (Spiderman's Flash Thompson),neutral,0
Superb?? ur new sub n fan fr ever??,positive,0
"Bro awsome video
Keep it up 
All the best",positive,0
awosome sir too much laugh super se uper,positive,0
Gr8 had a good time watching it????????,positive,0
Abe bhai hotalier  hote hai wo...  Bed making perfection sai hota hai.,negative,0
You are best bro #vddreams,positive,0
Why is that uncle sitting in front row comes in every video,neutral,0
ye mast tha,positive,0
"Waiting for appurv Gupta's ""BULLET TRAIN vala experience"" in 2023 
Hum indians nahi sudhrenge  ??",neutral,0
You are awsm gupta ji this time.,positive,0
"https://youtu.be/OMJ1BF4Y2Z0
See his 6 years old stand up comedy ,it was also very good but stand up comedy was not in trend so much  in India those days.",neutral,0
Bhai kuch bhi matlab . Why you exaggerated normal shit .,negative,0
"Bhai experience bolta hai 

Same here bhai same here",negative,0
First ever video that I liked midway watching the video ???? funny relatable af,positive,0
he is John Lennon beta version,neutral,0
"????????
awesome plot with mind-blowing idea... 
almost sab yhi krte h... ??????
Superb Gupta ji??????",positive,0
Superb Bhai proud of u,positive,0
How many of u think that he is looking like harsh beniwal like,neutral,0
"Bhai ek baat bato iss video ki audience and 20 July ki video ki audience kese same hai and same cloth ?
https://youtu.be/-h5t6_Xab8c",neutral,0
Hey appurv i have watched all your channel's videos in one day please make a video on tiktok because i hate it.,negative,0
Bhut hard ??????????????,positive,0
Wow! What a comedy!,negative,0
"Hey everyone
We also perform the stand ups
Please do watch our content as well
Thank you",neutral,0
bro u your right  b hotel line se hu,neutral,0
He tries so hard to be funny..,negative,0
Hilarious????????????,positive,0
Bohot hard,positive,0
Bible part was awesome ??,positive,0
Could be better bhai all the best,negative,0
overacting as usual,negative,0
Are you from saharanpur for real?,neutral,0
I thought it's harsh beniwal's new video ????,neutral,0
The total cost of damage and stealing is INR 15000.. u can pay upon check out...,negative,0
Really funny how you totally expressed the feelings of a middle class person in a 5 star hotel !!?? Most of us can't say it out loud ??,neutral,0
Nicer see this,neutral,0
"Too much shouting, relatable script!",neutral,0
7.9k dislikes on this video they all are Rich ppl who didn't know what he is taking abt..,neutral,0
Fully entertainment,positive,0
Outstanding brother outstanding,positive,0
They are called Front Office Associate(Receptionist??nhi lol),neutral,0
Delhi show estimated ticket price please?,neutral,0
Bht hi zada awesome brother,positive,0
very low quality jokes.......,negative,0
Not so funny..but it's ok..can be watched once,negative,0
CHEAP,negative,0
"Still on trending ??
Lesson- Youtube me trending me ana ho to bakchodi machao",positive,0
"Abuses are not required, but ppl are using to look cool. Sick minded",negative,0
I didn't find it funny...Gupta ji please  bring pun rather than overreacting.,negative,0
Saharanpur gaon ni h district h so be carefull brother aage se,negative,0
Hey Apoorv too here,neutral,0
Why no one commenting on the fact that he looks like harsh beniwal.,neutral,0
Who else saw harsh beniwal at first moment,neutral,0
"Gupta ji .. you are good ! I love your humour 
Dont low your standards.",positive,0
"Acha tha yrr 
Pr kuch jyada overacting nahi ho rahi thi",positive,0
Bhai seriously mind blowing ????????????????,positive,0
Why this video in trending?,negative,0
Indradhanush on the bed????,neutral,0
You are looking like a harsh beniwal,neutral,0
End mein outro rap aara haha,neutral,0
I think he looks like harsh beniwal.,neutral,0
0:46 wtf is wrong with that guy lmao,neutral,0
How can you disfame baniya? Mind yourself before saying anything to baniya,negative,0
*Harsh beniwal when did u started stand ups?*,neutral,0
Double meaning act. not suitable for families.,negative,0
i just thought...why the fuck harsh beniwal is doing stand up....????,neutral,0
Content is good but he's overdoing it,negative,0
Harsh Beniwal ??????,neutral,0
Areee bhenchoo #HarshBaniwal ??????,neutral,0
"Songs nooo
Trailers noooo
Now the new trending is standup??????",negative,0
"Guys, Keep commenting that I look Harsh Beniwal or why this video is trending, you are the reason this video is trending.:D
Thank you <3",neutral,0
Lol... Simply idiot..,negative,0
this is freakingly amazing ????????,positive,0
"It's totally fine if you take the amenities like shampoo, lotion etc... Please towels na le bhai! Housekeeping dept. ka budget me loss hota hai!",neutral,0
Sasti comedy????,negative,0
4.29 A girl was sad and trying to smile,negative,0
Raise your hands If you think he looks like Honey Singh ??,neutral,0
bc trash j dislike wle wohi h jine pta real comedy kya hoti h????,negative,0
Killer boss...you just nailed it. Very genuine experience sharing for a middle class person. Nd we people of saharanpur are pro level. ????,positive,0
Doesn't this guy look like flash from homecoming?,neutral,0
Starting great but end is very slow,negative,0
Same 2 same harsh beniwal in the thumbnail!,neutral,0
Any hospitality student here? ??,neutral,0
In thumbnail i thought it was harsh baniwal??,neutral,0
He is gonna be next kapil sharma ??????????,negative,0
"Watched just because in trending ...but i just noticed ...
GuptaJi Ki Travel Tale - Stand Up Comedy by Appurv Gupta     19 July 
HOTEL Wala Experience - Stand Up Comedy by Appurv Gupta  3 Sep.
.
Same Audience sitting in same sequence wearing same clothes....the only change is Shirt of gupta ji
.
Kr kya rahe hai ye club wale aur guptaji milke.....kuch bhi  banao..pr youtube pr chutiya to mt banao.",neutral,0
Same ordinance this video to last video,neutral,0
Why didn't you monetize this video?,positive,0
Love you from Pakistan,positive,0
Check out my towel bunny vedio haha,neutral,0
Don't know why it trended so much,negative,0
The best part is 8:50 ??????,positive,0
"11:39 Hindu hai ham,Bencho ??????",neutral,0
When u r going to come to varanasi,neutral,0
What is the fuck going on? Kya hai ye bhasandd,negative,0
NOT FUNNY,negative,0
Sorry but this is the typical North Indian mentality ??????,negative,0
Guptaji this guy is serious challenge to you. See how he is acting in gym. I wonder if this guy comes on stage what will happen. https://youtu.be/NaD0wi6ZdEU,negative,0
You're looking harsh beniwal,neutral,0
I didn't know harsh beniwal is good stand-up comedian????,neutral,0
Combination of Harsh beniwal and sakti kapoor ????,neutral,0
i am a receptionist in a 5-star hotel and can relate till 2:45 ????,positive,0
Mini bar and final bar bill pe bhiii hona chaiye tha.....,negative,0
*He will get ?50 less payment this time*,negative,0
"Bible Wala was hillarious 

Hindu Hain hum Hindu 
Baniye",positive,0
Why the fuck does he looks like Harsh Beniwal???,neutral,0
Sub my channel for sub,neutral,0
"It's look like harsh beniwal...
I see thumbnail as I clicked on the video....",neutral,0
Bhai comedy apni jgh hotel line apni jgh just join hotel industry for a day you'll know the struggle,negative,0
Towel wali baat mene v sochi thi pr uthai ni ????,neutral,0
"Nice content sir.. 

#KalyankarVishal",positive,0
I thought harsh beniwal was on trending again.,neutral,0
He reminds me alot of umar shariff,neutral,0
"Funny bro..
https://youtu.be/5oWi6McHRvo
Watch it subscribe",positive,0
lol I firstly thought he is harsh beniwal.,neutral,0
Over acting,negative,0
Who else thinks he looks like black widow from Avengers,neutral,0
Super act bro,positive,0
Thailand Indian tourist entered the chat!,neutral,0
He is look like sakhi kapoor. .hotel wala experience. ..main hotel sea hu. .....chef sea nahe mile kya,neutral,0
"3 bathrobe AVRPRANKTV ne pehna h , go check his channel @avrpranktv",neutral,0
why was this on trending ??,negative,0
Bilkul relatable hai yrr???????? tub wala to esa hi hota h scene 5 star me,positive,0
Awsome bro,positive,0
Yesterday i was in a hotel and saw Bible ...Gupta ji you are aweome yaar ..kaha se soachte ho content..u rock,neutral,0
We love your company.,positive,0
Ye har video m crowd m red white tshirt me admi kese hota h,neutral,0
"I wasn't feeling sleepy, so i watched this.
Fir seedha subha utha??",negative,0
Me to from saharanpur bro,neutral,0
I  am also from Saharanpur . ??,negative,0
I m also from saharanpur,negative,0
Bro you seriously from saharanpur,negative,0
"Why audience are laughing ,applauding and cheering I even didn't get a smile ??
Paid audience ??",neutral,0
"People saying how this video can be trending. Look i got it, see the trending list, not a single video there deserves to be on trending. Welcome to youtube ????",positive,0
Apne awaj tohre bada dette and audience ki laughing wala jo background music chal Ra usko Thora Kam kr sakte thee!,negative,0
This guy looks like harsh beniwal,negative,0
Bohot hard ??,negative,0
The accent of saying behnch*d is same as I say to my friends ??????????????,negative,0
stop the unacademy ad please . like who faces the problem,negative,0
I am a hotelier I really enjoyed the video??????????????????,positive,0
"Shouldnt watch while having dinner, my bad, i lost my apetite",negative,0
Nice #oyeteachindia,positive,0
"I laughed during whole video.
Just amazing standup comedy.",positive,0
How the hell is it trending,negative,0
love it I'll try,positive,0
"I don't know,  why ppl r laughing......",negative,0
Paid audience. This isn't trending stuff.,negative,0
Wtf why this is trending,negative,0
Its good to see harsh beniwal doing stand up comedy??,neutral,0
harsh beniwal doing stand up now ????????????,negative,0
So talented Bhot maza aaya,positive,0
Clicked just because of trending..??,negative,0
cant believe but this is utter shit,negative,0
Guptaji kapil sharma wala level tha... pichlewalo se bht peeche,negative,0
"Awesome ??
Amazing ??
Creative ??",positive,0
Search aman dhatarwal's brother,neutral,0
"I'm from the industry made fun about and it is unethical. The phone kept in bathroom is not for a kamina guest to call and disturb, it is for guest's safety in emergency situation. Hope you get the right intentions out of it.",negative,0
Extremely boring Content..cud find out only 1 or 2 lines to laugh about,negative,0
this video in the trending list because everyone click to see why this video In trending list.,negative,0
Paisa wasul gupta ji comedy ??????,negative,0
Best of Gupta ji so far,positive,0
This Gupta is overrated..,negative,0
educated vulgarity,negative,0
Nice.. I m also saharanpur,neutral,0
"ABHINAY ENGLISH???
PROBLEM OF ENGLISH IS SOLVED NOW. 
A new channel by abhinay sir. 
like Maths, English is now easy . learn how to score 180+ in english with Parneet mam
Join hands with Abhinay Sir, aand score 180+ in Maths and English 
Follow abhinay maths and Abhinay Englishgadh and get your dream job.",neutral,0
How much did u bribed youtube.,negative,0
Nice bhai,positive,0
U rocked it man  funniest of them all gupta ji,positive,0
I am here come again to make 1 million,positive,0
People make it trending so hole India can regret on their choice ????????????,negative,0
Cheap comedy,negative,0
OSM????????????????????????????????,positive,0
""" LIKE ""  YE TO KRNA BNTA HAI...",positive,0
is this a comedy video....?,negative,0
"Thank you all for keep this video trending from past 26 hours!! You are awesome! 
I love you all ??",positive,0
This shows how gareeb you are,negative,0
I'm offended ???????????? a girl is doing her job u can't show her in society like this ??????????,negative,0
"Yeah UP_11 vale UP west????
????????",negative,0
Gupta Jii is back????,positive,0
Awesome bro ... enjoyed alot??????,positive,0
89 times!!!! This is the total number of times he mentioned the word GUPTA,negative,0
There is nothing like trading you are not good enough brother I don't like It,negative,0
Seriously?,negative,0
I hate this guy??????,negative,0
"*Life is 10% what happens to us and 90% how we react to it.*
_Subscribe kar lo_
??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????",neutral,0
cheap and boring,negative,0
Harsh Beniwal in long hairs!!!,neutral,0
No one can abuse someone's profession.,negative,0
Super funny...hillarious,positive,0
????? ??? ?? ???? ??? ?? ??? ??? ??  Psychology  ?? spelling C ?? S ?? ? ???? ???? P ?? ???? ???  ?? ??? ??? ??? ?? ???????? ?? ?? ????? ?? ??? ???????,negative,0
"With due respect, this is tatti.",negative,0
Wow video,positive,0
"My brother also take my blanket at night.....
Me----3:35",neutral,0
Why is this on trending??,negative,0
Connected so much ????,positive,0
"3.8 k people, either do not have sense or their life is such boring bc ????",negative,0
"Very nice content Bro??

Guys if you want to watch some also good and real acting kindly watch my video too.
https://youtu.be/DSigG9wOW0c",positive,0
Bhai content new tha. Mazaa agya. Keep rocking ??,positive,0
Harsh beniwal ki video ke views issse bhi jyada hai but abtak trending mai ayi nhi.ye tatti se toh kafi acchi hai,neutral,0
I thought he is harsh beniwal ????,neutral,0
this is a hospitality industry?? brohh,negative,0
Sir please come Ahmedabad I will arrange your show's.,positive,0
I wonder why were people laughing so loud on  his jokes. What a waste of 12 minutes,negative,0
Watch my video,neutral,0
such a awsome vdo,positive,0
Starting me boring tha but end me maza aaya,neutral,0
I don't give a fuck about your disclaimer dude do u even know how hoteliers work pls have some shame i know its a stand up comedy but their is a limit,negative,0
Today is my bday plzz. Subscribe my channel i will do ur back.. God promise????,neutral,0
Seriously this is trending ??,negative,0
Comments are more funny then the video....,negative,0
#dancewithvn,neutral,0
It'd rather tedius... Content not that funny,negative,0
First time ever seeing standup comedy on #2 in trending ??,neutral,0
I wast my time.....,negative,0
"Big fan of Gupta ji. And as always, Gupta ji is gajjaabbb. Gandi awaz in bracket ????",positive,0
Super bore ..can't tolerate for even 5 mins,negative,0
Improving day by day ??,neutral,0
"Those who regularly watch stand ups ,know that ""he is not funny""",negative,0
He somewhat looks like Harsh Beniwal...,neutral,0
Nice. I enjoyed it,positive,0
Nice one,positive,0
How the fuck audience are laughing..,negative,0
Kya hagte ho yaar tumlog.....aur ye pichhe kaun ch@#$ye hai jo itna chillate hai.. literally shit you're...??,negative,0
9:27 when maturity hits you like *biatch*,negative,0
"Any  news  from   jammu and kashmir   

Tanashahi",negative,0
"I recommend Anshu mor's channel, he should be on trending acc. to me. ??",negative,0
Osm man....... Bc has has ke pagle samjne Lage he Ghar wale ??????????????????????????,positive,0
Bhikari in hotel experience (fuck off this shit),negative,0
"Check this video of Aman Dhattarwal and help him to find his brother
https://youtu.be/xPM9pzjEWiU",neutral,0
Next level,positive,0
Total rubbish...,negative,0
"After seeing his face I think he is goi'n to say 




Ahm bramashmi -ah! Bramashami
He litrelly look like guruji",neutral,0
"Bhai @Appurv Gupta ... I have seen all your videos... You are just awesome... Just ignore these trollers...
Great Job Man",positive,0
Lovely.. pet me dard  ho gaya haste haste Gupta ji.. hats off,positive,0
"ye same audience apki 1 month pehle ki video m hai..Travel Tale wali video m hai wo bhi exact position...aise kaise, ap dress change kr kr k comedy krte ho GUPTA Ji",neutral,0
Ross will like this video????????,neutral,0
"craziest thing u have ever done:
girls: i bunked my class, had too much golgappe
men:i killed my best friend , threw him off the ridge and ya jumped from 5th floor of school, broke my 23 bones",neutral,0
Great..,positive,0
No humour no laugh only paid audience,negative,0
Idk why this guy is looking like Harsh Beniwal to me...??,neutral,0
Bhai Jo Bible wala joke tha bhai ek no ...... The full set was awesome,positive,0
0:46 look at that girl on extreme left Isko kuch nahi smj aaiya pure episode mai,negative,0
Muje bhi funny comment bohot pasand aate he,negative,0
Hilarious,positive,0
Nice to see harsh Beniwal doing stand up comedy ??????,neutral,0
"Its not like your content is bad, its you??..",negative,0
Tictok walo ke lie naya content????,negative,0
"Appurv Sir I met u at the CHA.T at Jaipur, there u told about your life and your jee rank was 10 digit mobile no.",neutral,0
Bhaiya mujhe be odeson Dena h,neutral,0
There are people like you who donot respect hoteliers and disrespect them. Such a shameful act !! You're paying but then you don't own any of the property.,negative,0
Bohot hard ??????,positive,0
yr haaf vidio dekh k me comment pe agya ???? realy worst yr  hsi is pe arhi h ki ye trending pe agya ...,negative,0
Over acting,negative,0
"You are awesome man.. ????
And your chacha ji too.. ??????",positive,0
I thought it's harsh beniwal...,neutral,0
Very boring and cheap,negative,0
"what a chutiya comedian you are, if telling truth is comedy then everyone os comedian.",negative,0
"People who are laughing at this cheap nonsense .. i dont know whats wrong with todays students or working pros etc ?

Seems like we can laugh at anything, no matter how thirdclass or how embarrasing.",negative,0
I am also borned in Saharanpur agr pdhoge to pls reply,neutral,0
Awesome bhai.,positive,0
Harsh Beniwal,neutral,0
"Read the caption at 2:45 ????
He was actly doing this for the whole 12:24 minutes ??",neutral,0
Totally owned,positive,0
"Saw him in Jaipur, pretty shit.",negative,0
Why is this #2 trending,negative,0
What an amazing stuff. Totally loved it,positive,0
Must watch https://youtu.be/9_Sco-MolvI,neutral,0
"10 rupay le do surf exal le kr aa??????????
Bhaii 10 rupay m 2 surf exal kidhar milta h???? Noted:-6:40 ??
??Are u agree then hit like??????",neutral,0
"Towel bohut gum hote he yar , sahi baat he ??",positive,0
Worst Stand-up,negative,0
#findtanshiq Aman dhattarwal brother is missing,neutral,0
"Bhut hard bhai 
Can't stop laughing ????
Thukne vala seen",positive,0
Saach main imagine kr rha tha????????,positive,0
Plz visit my Chanel you will enjoy it,neutral,0
"Deserve to trend.. timing is perfect... Yeh tumne comedy mein Indian ko nanga kar diya.. it  just recalled me, the Indonesia Hotel video which went viral last month",positive,0
Pathetic stand up comedian,negative,0
Ab tak thousands video dekh Chuka hu aur ye 4th video hai jise Maine dislike kiya..Kya irritating comedy hai Yar. Bakwas??????,negative,0
"Gupta Ji from 0:00 to 12:24

Me after that Arre Kehna kya chahte ho",neutral,0
Ghatiy comedy,negative,0
Over acting.,negative,0
love from saharanpur ??????,positive,0
Hii Mai ek chhota youtuber hu Mera  bas 10 hi subscriber hai please give me 1 subscribe please help me,neutral,0
"Jab video on kiya to socha, bhenchod ye kyo Trending pe hai
But after watching whole video I got the reason
??????????
Amazing experience dude",negative,0
Congratulations  for trading #2  thanku  sir for  give  many happy,positive,0
Simply a shit..,negative,0
I don't know why this guys seems like harsh Beniwal??????,neutral,0
He sounds like carryminati if agree hit like,neutral,0
"No offence but Gupta ""teli"" hote hain ""baniya"" nahi !!",negative,0
waste of time,negative,0
saharanpur ?? my city .,neutral,0
Why did I come here?!,negative,0
"Kya lund comedy kar raha hai bey 
Hum Indian hum Indian Aise hote hai 
Gareeb aamer old school comedy chutiya",negative,0
One of the bestest standups! So much of content! ;) Hats off!,positive,0
"Bohot acha laga
And also don't forget to like, comment, share and my YouTube channel The Wistful Guy, the link is given below ??????
https://www.youtube.com/channel/UCpYoWdI-3t1gK8QhIz--5rw",positive,0
Creep not funny.,negative,0
"Stand up comedy, ab ye kya hai
Fickle hai sab Fickle, Fickle",negative,0
Wasted my time.,negative,0
Not much entertaining.,negative,0
Omg it is really owsum ?? ?? ??,positive,0
Bhai etremley extra odinary show great,positive,0
"https://youtu.be/xPM9pzjEWiU please help @Aman Dhattarwal,his brother is missing since yesterday morning(3/09/2019).Aman Dhattarwal is a teacher and youtuber please help and share this who live in Rajasthan because some people see his brother near jaipur",neutral,0
Cheap comedy,negative,0
I think like in tv shows they play laughing audio. This must be done here too. And camera focused on face of few who could laugh.,negative,0
If I scroll your YouTube vedios i like the old vedios .. but these new vedios look like over acting plus no sense plus little comedy,negative,0
"00:45 sec
that guy expression "" i dont know what he is talking about, and why i am here mujhe laya koun yaha """,neutral,0
Proud of you Gupta ji #2 on Trending,positive,0
"https://youtu.be/PczlrVtfD-k
Guys , Do watch this video",neutral,0
Low level comedy,negative,0
??? BSDK ???? ???? ???? ??????? ?? ????? ??? ?? ??,negative,0
PLEASE HELP THE YOUTUBER AMAN DHATTARWAL . HIS BROTHER IS MISSING SINCE 2 DAYS AND ALL ARE SERIOUSLY TENSED . ALL OF YOU PLEASE SHARE THE MESSAGE AND HAVE A LOOK AT THE PICTURE OF HIM FROM AMAN DHATTARWAL CHANNEL https://youtu.be/xPM9pzjEWiU,neutral,0
Thanks you,positive,0
Ladke jab bhi jate hai nange late jate hai...how does he know so much about me??  #wondering,positive,0
I don't understand y dis video is in trending.pathetic comedy.jst waiste of time.,negative,0
Love you,positive,0
0:01 India is losing it's moral heritage,negative,0
LOVE FROM SAHARANPUR,positive,0
7:23 that was just cringe ??,negative,0
You are my fav comedian ??,positive,0
Totla + over acting,negative,0
Patle pin charger wala mota ho gya,negative,0
@$#@$@#@#@#@#@$ pls fill up which u liked most>>>>>>>>>>>>>>>>>>>>>>>>>>>>,negative,0
"Wonderful, very hilarious also relatable.",positive,0
"https://youtu.be/kswEJWjO0Zk

Pachtaoge song arijit singh sung by me..listen share like and subscribe",neutral,0
"https://youtu.be/QtdJjNIEwJM
Guru Randhava New song check it out",neutral,0
my fav comedian back now ??,positive,0
#JusticeForHarsh,neutral,0
Double meaning ??,negative,0
Just awesome,positive,0
"Osm??????
First seen 
On YouTube outstanding ????",positive,0
Subscribe if you love potatoes,neutral,0
bhai itna sach kaise bol diya??????...samne experience mere sath ...totally relatable,positive,0
Bro fire,positive,0
Unnecessarily shouting,positive,0
Thanks,positive,0
Arey Gupta ji aap sre ke hain ?? ab to I'm or bada fan of yours?? #citymates????,positive,0
Great..luv  your  style..I was actually  making pyazz ke pakore while  watching..,neutral,0
"Hahaha epic ""bathroom tub seen""????????????",positive,0
*Breakfast with bathrobe*  ??????,neutral,0
*same behaviour with chach Ji*,negative,0
The girl sitting beside red and white tshirt guy is the one who played raw agent (kusum devi yadav) role in sacred games 2.,neutral,0
Kitna over react krte hai ye audience,negative,0
Cheap script,negative,0
BC ye thmnail pe harsh Beniwal dikh Raha hai btw nice video,neutral,0
I am also from Saharanpur and have some good script but do not have any courage to speak in front of people of big city..,neutral,0
Thank you Gupta ji you have been a wonderful entertainer love U ????,positive,0
Please add more quality to your content. Really disappointed in this video.,negative,0
#4 trending ....this video deserve it...,positive,0
Tooba stand up comedy hai ya stand up Galiyan ??????,negative,0
"Plz do watch new video on my channel...and yes plz share and subscribe guys..I'm a struggling Youtuber...In future I'm thinking to make vlogs and inspirational videos.
Thanks I need support of you all lovely people around the globe.????",neutral,0
Breakfast wala point ekdum true. ??,positive,0
"Very great observation 
Bhaisaab 
Would love to listen more things like this",positive,0
Awesome Build up and storytelling!??????????,positive,0
Bahot hard bro ??????????????????????????????????,positive,0
"U r the best appurv sir, u r showing reality of people. ...??",positive,0
Awesome video? and best part is chacha ji ke sath threesome thodhi socha tha??????????,positive,0
It's not your fault..the first comedian I watched was sumit Anand...now I search for universe,negative,0
And I am here from saharanpur,neutral,0
This time not gud,negative,0
Boring and bakwass,negative,0
? 10 me tera baap surf excel bech rha hai n,negative,0
Gupta ji u need more improvement for good comedy !! Waise was good. ??,negative,0
who all came here for harsh beniwal ?? ????,neutral,0
bohot acha,positive,0
One of the best performance bro...Keep it up????,positive,0
Expected better,negative,0
Who else think he looks like Harsh Beniwal ??,neutral,0
First lane wala red shirts harr stand up video me dikhai de tha hai,neutral,0
Guptaji you're my favorite Lot's of love from Pakistan  ????,positive,0
"Last mai to story meri he lagi... 
Bed or rkh de yahi khayenge...
You rock bhai??",positive,0
Harsh beniwal sounds different hope you get well soon,neutral,0
Well researched. You have evolved a lot as comedian.. best wishes guptaji,positive,0
"Thank you for watching this video.

Touring my new show  ""KAAFI WILD HAI"" in 6 Cities in the coming days. 

22 Sept - Delhi 
27 Sept - Mumbai 
28 Sept - Lucknow 
29 Sept - Bengaluru 
02 Oct   - Hyderabad 
06 Oct   - Pune",neutral,0
What is three sum. .?,neutral,0
Although it's supposed to be humour..but shows you typical mentality of objectifying women,negative,0
Love from Saharanpur bhai,positive,0
bahut hard last line is osm bhai fabulous????,positive,0
"Was this for real?

Why do we react in such a way?

Have patience and let the hotel services be enjoyable!

Guys, don't carry the extra soap/shampoo etc. to home... It's kind of stealing! 

It shows that we don't have ever seen such products... 

It gives a bad impression...",neutral,0
best part is iske body pe reggmal tha kya,neutral,0
After long time I m laugh so much,positive,0
Gupta ji......... receptionist wali part boaring the.,negative,0
"Front wala Mohd. Nabi be like
Sab hass rahe hai, joke he hoga, hum bhi hass lete hai!",negative,0
Canvas laugh club mein kaise hum comedy kare,neutral,0
Nice stand up,positive,0
"guptaji thoda overacting kam kro, sirf gaali se comedy thodi banti he. kya aap bhi!",negative,0
Love from saharanpur,positive,0
What a fucking intro.,negative,0
Gupta towel stores ????????,neutral,0
Respect for hotelier ok fuddo sala,negative,0
Is it true that you are from saharanpur ??? Or just a joke @apporvguptasir,neutral,0
Hilarious,positive,0
Proud Baniya ???????? Hum v Purvanchal se hain??,neutral,0
Most annoying voice of stand up comedians. And what's with his hair?,negative,0
First row audience same as previous videos,neutral,0
"You're the reason why people never spell my name correct !
All my life, I was like, confusion of 'OO' and 'U' is valid no one uses 'p' twice, it comes only once in their names but HERE YOU ARE...........!!!!!!!!",neutral,0
Gupta tm phli bt to picha ka ecoo thick kro bhut gndi awaza ati hai,negative,0
Saharanpur is not village,neutral,0
Hum hoteliers ki aisi tauheen.... but its was hilarious ??,neutral,0
"Same native place
I never knew saharanpur have this kind of talent.
Respect ??",neutral,0
Ganesh gaitonde ne pehna h sacred games me????????????,neutral,0
Amazing stuff... Loved it??????,positive,0
Over acting,negative,0
Any hoteliers here???? Enjoy getting trolled..,neutral,0
??? ??? UP 11 ???? ???,negative,0
your energy level is too good....,positive,0
Got to see it live,positive,0
Great comedy bro.,positive,0
Love from saharanpur,positive,0
Saharanpur wale give a cheer ??,neutral,0
the best ever standup comedion??????,positive,0
One of the fab stand up I have ever watch ?????? great... Fantastic...,positive,0
Ek toh tum Bolte hindi ho fir subtitle kyu ???,negative,0
Sitting in a five star watching this!! ???? nomad_blogger @Instagram,neutral,0
custodial predispose prashikshan yathochit isoflavones,neutral,0
Last scene is epic??????,positive,0
Visit my channel once,neutral,0
He has lost much weight....looking smarty  bro,positive,0
"Bhai done very well 
Maza he aagaya",positive,0
I m also from Saharanpur,neutral,0
What this Hodor is doing in the first row!!,neutral,0
Your face looks like the mixture of Harsh Beniwal and Lalit Shokeen ??????,neutral,0
Terrific ......yar,positive,0
Comedy less n over acting more.,negative,0
appurv bhai where from saharanpur??!!!,neutral,0
Startup acha tha ????,neutral,0
"Harsh beniwal, is that you ??",neutral,0
"The lady in front at 4:29 does not seem to understand gareebi ??
No smile on her face",negative,0
"Threesome chacha ke sath
??????",neutral,0
Unnecessary bc bich bich mai baki nice standup.,negative,0
Hum  saharanpur wlle on fire ??????,positive,0
*Guptaji.. well performed scene from entering till exit from a 5 ????? Hotel..*,positive,0
One of the most boring comedians,negative,0
Red n white t-shirt waley bande ek hi expression de raha hai ..I guess saarey bouncers gaye,neutral,0
"really don't understand what is so funny,. people are simply laughing, sorry its not that funny its ok,,,, no hate here just being honest, the front row people as well are only smiling not laughing their ases off like some screaming back there.... theek thak jokes, nothing great",negative,0
"""Surf excel or tata sky card "" mind blowing yr ??????",positive,0
The guy in red and white t-shirt was so confused in determining when to laugh and when to stop..,neutral,0
Who remember that guy in first row??????,neutral,0
It was superb.. :D :D,positive,0
Behave yourself guys????,negative,0
3some movement is so osm,positive,0
Who else felt that the front guy in the audience was Mohammed Nabi?,neutral,0
The person sitting in front in red and white t shirt has no idea what's going on.,neutral,0
Bhai abhi sirf 3 tak hi pahuche hain wo bhi ek hi baar ..wo b free me ??,neutral,0
I didn't know Harsh Beniwal did standup too??,neutral,0
Hats off to the one who advise you  to geow hair,neutral,0
Guptaji you are the best,positive,0
ahhahah ... try karn to banta hain ... specially bath tub bath,neutral,0
Bc tata sky ka card fabulous mindblowing ??????????,positive,0
This Gupta is insane.... Sir big fan,positive,0
Dear fabulous. I really appreciate your hard work please keep it up. May Allah help you to achieve more success,positive,0
Bekar comedy!,negative,0
"Nice, enjoyed the video . Always like your comedy. Keep it up",positive,0
Gupta G bhout hard bhout hard,positive,0
First commentors need not to be proud !!,neutral,0
Jabardast comedy????????,positive,0
Love from New York ??,positive,0
First,neutral,0
"Bhai you're great 
Love from Gorakhpur",positive,0
"OMG Yesssss I made it 
The first one who comment on this  one video
Let's talk about the video now",neutral,0
Bhai apurv aap aur harsh beniwal thode thode same dikhte ho,neutral,0
